run,epoch,metric,value
0,0,loss,0.9417032599449158
0,1,loss,0.4782276749610901
0,2,loss,0.3667246103286743
0,3,loss,0.3238655626773834
0,4,loss,0.299938440322876
0,5,loss,0.28372859954833984
0,6,loss,0.27158230543136597
0,7,loss,0.2619473338127136
0,8,loss,0.25412115454673767
0,9,loss,0.24570362269878387
0,0,accuracy,0.6977333426475525
0,1,accuracy,0.8588500022888184
0,2,accuracy,0.8928499817848206
0,3,accuracy,0.9064666628837585
0,4,accuracy,0.9143833518028259
0,5,accuracy,0.9180999994277954
0,6,accuracy,0.9222166538238525
0,7,accuracy,0.9254666566848755
0,8,accuracy,0.927383303642273
0,9,accuracy,0.9296833276748657
0,0,val_loss,0.5881117582321167
0,1,val_loss,0.4243614673614502
0,2,val_loss,0.3599780797958374
0,3,val_loss,0.32657647132873535
0,4,val_loss,0.31169238686561584
0,5,val_loss,0.29763737320899963
0,6,val_loss,0.28004637360572815
0,7,val_loss,0.29416799545288086
0,8,val_loss,0.2623067796230316
0,9,val_loss,0.26957273483276367
0,0,val_accuracy,0.8241999745368958
0,1,val_accuracy,0.8716999888420105
0,2,val_accuracy,0.8928999900817871
0,3,val_accuracy,0.9053999781608582
0,4,val_accuracy,0.9089000225067139
0,5,val_accuracy,0.9158999919891357
0,6,val_accuracy,0.9192000031471252
0,7,val_accuracy,0.9139999747276306
0,8,val_accuracy,0.9259999990463257
0,9,val_accuracy,0.9218000173568726
1,0,loss,0.7085006237030029
1,1,loss,0.3612538278102875
1,2,loss,0.3201935291290283
1,3,loss,0.2944563329219818
1,4,loss,0.2774926722049713
1,5,loss,0.2663271427154541
1,6,loss,0.25719568133354187
1,7,loss,0.2506506145000458
1,8,loss,0.24356715381145477
1,9,loss,0.241312175989151
1,0,accuracy,0.7750833630561829
1,1,accuracy,0.8952000141143799
1,2,accuracy,0.9067500233650208
1,3,accuracy,0.9143333435058594
1,4,accuracy,0.9196500182151794
1,5,accuracy,0.9229166507720947
1,6,accuracy,0.9258166551589966
1,7,accuracy,0.9275500178337097
1,8,accuracy,0.928433358669281
1,9,accuracy,0.9305166602134705
1,0,val_loss,0.3911168575286865
1,1,val_loss,0.3372485041618347
1,2,val_loss,0.30400145053863525
1,3,val_loss,0.2927873134613037
1,4,val_loss,0.2927137613296509
1,5,val_loss,0.2728499174118042
1,6,val_loss,0.2686121165752411
1,7,val_loss,0.26325204968452454
1,8,val_loss,0.25753843784332275
1,9,val_loss,0.26709282398223877
1,0,val_accuracy,0.8863999843597412
1,1,val_accuracy,0.9025999903678894
1,2,val_accuracy,0.9120000004768372
1,3,val_accuracy,0.9182999730110168
1,4,val_accuracy,0.9146999716758728
1,5,val_accuracy,0.9203000068664551
1,6,val_accuracy,0.9239000082015991
1,7,val_accuracy,0.9253000020980835
1,8,val_accuracy,0.9265000224113464
1,9,val_accuracy,0.9247000217437744
2,0,loss,0.6930059194564819
2,1,loss,0.3967605233192444
2,2,loss,0.3487304747104645
2,3,loss,0.32363709807395935
2,4,loss,0.3031591475009918
2,5,loss,0.28886866569519043
2,6,loss,0.2774883508682251
2,7,loss,0.2702473998069763
2,8,loss,0.26255476474761963
2,9,loss,0.25878146290779114
2,0,accuracy,0.7930166721343994
2,1,accuracy,0.8887166380882263
2,2,accuracy,0.902316689491272
2,3,accuracy,0.9086833596229553
2,4,accuracy,0.9133166670799255
2,5,accuracy,0.9175666570663452
2,6,accuracy,0.9207500219345093
2,7,accuracy,0.921833336353302
2,8,accuracy,0.923883318901062
2,9,accuracy,0.9247833490371704
2,0,val_loss,0.42809829115867615
2,1,val_loss,0.35708823800086975
2,2,val_loss,0.3519550859928131
2,3,val_loss,0.3241835832595825
2,4,val_loss,0.31676265597343445
2,5,val_loss,0.2964984178543091
2,6,val_loss,0.31359127163887024
2,7,val_loss,0.30386731028556824
2,8,val_loss,0.2891633212566376
2,9,val_loss,0.2891002893447876
2,0,val_accuracy,0.8820000290870667
2,1,val_accuracy,0.8984000086784363
2,2,val_accuracy,0.8999999761581421
2,3,val_accuracy,0.9083999991416931
2,4,val_accuracy,0.9100000262260437
2,5,val_accuracy,0.916100025177002
2,6,val_accuracy,0.9111999869346619
2,7,val_accuracy,0.9135000109672546
2,8,val_accuracy,0.9143999814987183
2,9,val_accuracy,0.9143999814987183
3,0,loss,0.7524223923683167
3,1,loss,0.3712862432003021
3,2,loss,0.328897625207901
3,3,loss,0.3049203157424927
3,4,loss,0.28732338547706604
3,5,loss,0.27330267429351807
3,6,loss,0.26252275705337524
3,7,loss,0.2541360855102539
3,8,loss,0.2459525614976883
3,9,loss,0.23974761366844177
3,0,accuracy,0.7654333114624023
3,1,accuracy,0.8946999907493591
3,2,accuracy,0.9064000248908997
3,3,accuracy,0.911899983882904
3,4,accuracy,0.9163166880607605
3,5,accuracy,0.9218833446502686
3,6,accuracy,0.9240833520889282
3,7,accuracy,0.9269999861717224
3,8,accuracy,0.9285833239555359
3,9,accuracy,0.9305999875068665
3,0,val_loss,0.3902381360530853
3,1,val_loss,0.33234837651252747
3,2,val_loss,0.32178544998168945
3,3,val_loss,0.2945995032787323
3,4,val_loss,0.3037065267562866
3,5,val_loss,0.2869569957256317
3,6,val_loss,0.27572858333587646
3,7,val_loss,0.2651413679122925
3,8,val_loss,0.2723391354084015
3,9,val_loss,0.2646840810775757
3,0,val_accuracy,0.8912000060081482
3,1,val_accuracy,0.9045000076293945
3,2,val_accuracy,0.9090999960899353
3,3,val_accuracy,0.9151999950408936
3,4,val_accuracy,0.9147999882698059
3,5,val_accuracy,0.9199000000953674
3,6,val_accuracy,0.920799970626831
3,7,val_accuracy,0.9258999824523926
3,8,val_accuracy,0.9225000143051147
3,9,val_accuracy,0.9247999787330627
4,0,loss,0.7416831254959106
4,1,loss,0.3900315463542938
4,2,loss,0.33427727222442627
4,3,loss,0.30497825145721436
4,4,loss,0.287992388010025
4,5,loss,0.27484339475631714
4,6,loss,0.26385948061943054
4,7,loss,0.2556886672973633
4,8,loss,0.24842557311058044
4,9,loss,0.24184830486774445
4,0,accuracy,0.7630166411399841
4,1,accuracy,0.8900833129882812
4,2,accuracy,0.9055333137512207
4,3,accuracy,0.9147166609764099
4,4,accuracy,0.9189000129699707
4,5,accuracy,0.9232500195503235
4,6,accuracy,0.9261833429336548
4,7,accuracy,0.9281166791915894
4,8,accuracy,0.9307166934013367
4,9,accuracy,0.9329166412353516
4,0,val_loss,0.42969566583633423
4,1,val_loss,0.3513309061527252
4,2,val_loss,0.33551639318466187
4,3,val_loss,0.3173266649246216
4,4,val_loss,0.291025847196579
4,5,val_loss,0.28127872943878174
4,6,val_loss,0.2738909125328064
4,7,val_loss,0.2672228217124939
4,8,val_loss,0.2712703049182892
4,9,val_loss,0.25325319170951843
4,0,val_accuracy,0.8773000240325928
4,1,val_accuracy,0.9025999903678894
4,2,val_accuracy,0.9072999954223633
4,3,val_accuracy,0.9122999906539917
4,4,val_accuracy,0.9207000136375427
4,5,val_accuracy,0.9229000210762024
4,6,val_accuracy,0.9233999848365784
4,7,val_accuracy,0.9261999726295471
4,8,val_accuracy,0.9241999983787537
4,9,val_accuracy,0.9293000102043152
5,0,loss,0.7963998317718506
5,1,loss,0.3762149512767792
5,2,loss,0.31493744254112244
5,3,loss,0.2865613102912903
5,4,loss,0.26887059211730957
5,5,loss,0.25797200202941895
5,6,loss,0.24875034391880035
5,7,loss,0.24141524732112885
5,8,loss,0.2363646924495697
5,9,loss,0.23162922263145447
5,0,accuracy,0.7536166906356812
5,1,accuracy,0.8921666741371155
5,2,accuracy,0.9105499982833862
5,3,accuracy,0.9166833162307739
5,4,accuracy,0.9222166538238525
5,5,accuracy,0.9256666898727417
5,6,accuracy,0.9281833171844482
5,7,accuracy,0.9303666949272156
5,8,accuracy,0.9311000108718872
5,9,accuracy,0.9334166646003723
5,0,val_loss,0.42406386137008667
5,1,val_loss,0.34356239438056946
5,2,val_loss,0.3066279888153076
5,3,val_loss,0.28741520643234253
5,4,val_loss,0.26619672775268555
5,5,val_loss,0.2624896168708801
5,6,val_loss,0.25723835825920105
5,7,val_loss,0.2607857584953308
5,8,val_loss,0.24590419232845306
5,9,val_loss,0.2576620876789093
5,0,val_accuracy,0.8762999773025513
5,1,val_accuracy,0.901199996471405
5,2,val_accuracy,0.911899983882904
5,3,val_accuracy,0.9164999723434448
5,4,val_accuracy,0.9236000180244446
5,5,val_accuracy,0.9272000193595886
5,6,val_accuracy,0.9264000058174133
5,7,val_accuracy,0.9247000217437744
5,8,val_accuracy,0.9301000237464905
5,9,val_accuracy,0.9264000058174133
6,0,loss,0.6803290843963623
6,1,loss,0.3753430247306824
