run,epoch,metric,value
0,0,loss,0.8187021613121033
0,1,loss,0.419895738363266
0,2,loss,0.3599858582019806
0,3,loss,0.31524890661239624
0,4,loss,0.2957928776741028
0,5,loss,0.2820197641849518
0,6,loss,0.2738534212112427
0,7,loss,0.2676536738872528
0,8,loss,0.2619327902793884
0,9,loss,0.2565561532974243
0,0,accuracy,0.7366833090782166
0,1,accuracy,0.8792333602905273
0,2,accuracy,0.8960666656494141
0,3,accuracy,0.9092833399772644
0,4,accuracy,0.9144666790962219
0,5,accuracy,0.9185666441917419
0,6,accuracy,0.9203166961669922
0,7,accuracy,0.9234499931335449
0,8,accuracy,0.9247999787330627
0,9,accuracy,0.9263833165168762
0,0,val_loss,0.48035216331481934
0,1,val_loss,0.3855888545513153
0,2,val_loss,0.34317877888679504
0,3,val_loss,0.3235847055912018
0,4,val_loss,0.3003406524658203
0,5,val_loss,0.2962018847465515
0,6,val_loss,0.30099037289619446
0,7,val_loss,0.3082209825515747
0,8,val_loss,0.2821342945098877
0,9,val_loss,0.2861756980419159
0,0,val_accuracy,0.8586999773979187
0,1,val_accuracy,0.8884999752044678
0,2,val_accuracy,0.9039000272750854
0,3,val_accuracy,0.90829998254776
0,4,val_accuracy,0.9147999882698059
0,5,val_accuracy,0.916100025177002
0,6,val_accuracy,0.9164000153541565
0,7,val_accuracy,0.9082000255584717
0,8,val_accuracy,0.9223999977111816
0,9,val_accuracy,0.920199990272522
1,0,loss,0.7876423597335815
1,1,loss,0.3830467462539673
1,2,loss,0.3141469955444336
1,3,loss,0.28363263607025146
1,4,loss,0.2670151889324188
1,5,loss,0.2550336718559265
1,6,loss,0.24558743834495544
1,7,loss,0.23864740133285522
1,8,loss,0.23290380835533142
1,9,loss,0.22720590233802795
1,0,accuracy,0.7446833252906799
1,1,accuracy,0.8910999894142151
1,2,accuracy,0.9110333323478699
1,3,accuracy,0.9189833402633667
1,4,accuracy,0.9247333407402039
1,5,accuracy,0.9264833331108093
1,6,accuracy,0.9294166564941406
1,7,accuracy,0.9315166473388672
1,8,accuracy,0.9330333471298218
1,9,accuracy,0.9342333078384399
1,0,val_loss,0.4281560182571411
1,1,val_loss,0.34058794379234314
1,2,val_loss,0.3037380278110504
1,3,val_loss,0.276362806558609
1,4,val_loss,0.26876306533813477
1,5,val_loss,0.2646438479423523
1,6,val_loss,0.2638866603374481
1,7,val_loss,0.25455373525619507
1,8,val_loss,0.24892312288284302
1,9,val_loss,0.24878273904323578
1,0,val_accuracy,0.8812000155448914
1,1,val_accuracy,0.9043999910354614
1,2,val_accuracy,0.913100004196167
1,3,val_accuracy,0.9210000038146973
1,4,val_accuracy,0.9222999811172485
1,5,val_accuracy,0.9228000044822693
1,6,val_accuracy,0.9253000020980835
1,7,val_accuracy,0.9276000261306763
1,8,val_accuracy,0.9286999702453613
1,9,val_accuracy,0.9289000034332275
2,0,loss,0.8067572712898254
2,1,loss,0.46941035985946655
2,2,loss,0.37748706340789795
2,3,loss,0.3409744203090668
2,4,loss,0.3203756511211395
2,5,loss,0.3039565086364746
2,6,loss,0.288397878408432
2,7,loss,0.2786165177822113
2,8,loss,0.26897042989730835
2,9,loss,0.26136094331741333
2,0,accuracy,0.7377833127975464
2,1,accuracy,0.8628166913986206
2,2,accuracy,0.8899999856948853
2,3,accuracy,0.9004833102226257
2,4,accuracy,0.9070000052452087
2,5,accuracy,0.9121166467666626
2,6,accuracy,0.9157833456993103
2,7,accuracy,0.9193500280380249
2,8,accuracy,0.9219499826431274
2,9,accuracy,0.9244333505630493
2,0,val_loss,0.5341920256614685
2,1,val_loss,0.41868823766708374
2,2,val_loss,0.3692205846309662
2,3,val_loss,0.3408513367176056
2,4,val_loss,0.32746729254722595
2,5,val_loss,0.32415205240249634
2,6,val_loss,0.31134915351867676
2,7,val_loss,0.3100007176399231
2,8,val_loss,0.31718096137046814
2,9,val_loss,0.2941015362739563
2,0,val_accuracy,0.8370000123977661
2,1,val_accuracy,0.8774999976158142
2,2,val_accuracy,0.8935999870300293
2,3,val_accuracy,0.9021000266075134
2,4,val_accuracy,0.9075000286102295
2,5,val_accuracy,0.9071000218391418
2,6,val_accuracy,0.909600019454956
2,7,val_accuracy,0.9103999733924866
2,8,val_accuracy,0.9074000120162964
2,9,val_accuracy,0.9142000079154968
3,0,loss,0.7397334575653076
3,1,loss,0.37118104100227356
3,2,loss,0.3291526734828949
3,3,loss,0.30128851532936096
3,4,loss,0.28261417150497437
3,5,loss,0.2699984312057495
3,6,loss,0.2609837055206299
3,7,loss,0.2541309893131256
3,8,loss,0.24889971315860748
3,9,loss,0.24463677406311035
3,0,accuracy,0.7610833048820496
3,1,accuracy,0.8939999938011169
3,2,accuracy,0.9056000113487244
3,3,accuracy,0.9131666421890259
3,4,accuracy,0.917900025844574
3,5,accuracy,0.9231166839599609
3,6,accuracy,0.925516664981842
3,7,accuracy,0.926966667175293
3,8,accuracy,0.928600013256073
3,9,accuracy,0.9305499792098999
3,0,val_loss,0.38709136843681335
3,1,val_loss,0.3294866979122162
3,2,val_loss,0.30031856894493103
3,3,val_loss,0.28418803215026855
3,4,val_loss,0.27085936069488525
3,5,val_loss,0.2662848234176636
3,6,val_loss,0.2613832652568817
3,7,val_loss,0.25118499994277954
3,8,val_loss,0.2692009210586548
3,9,val_loss,0.27417537569999695
3,0,val_accuracy,0.8894000053405762
3,1,val_accuracy,0.9042999744415283
3,2,val_accuracy,0.9135000109672546
3,3,val_accuracy,0.9157000184059143
3,4,val_accuracy,0.919700026512146
3,5,val_accuracy,0.9226999878883362
3,6,val_accuracy,0.9241999983787537
3,7,val_accuracy,0.9272000193595886
3,8,val_accuracy,0.9240000247955322
3,9,val_accuracy,0.9211000204086304
4,0,loss,0.6518195271492004
4,1,loss,0.33866623044013977
4,2,loss,0.30247732996940613
4,3,loss,0.2852604389190674
4,4,loss,0.27314114570617676
4,5,loss,0.26310619711875916
4,6,loss,0.25591447949409485
4,7,loss,0.25028660893440247
4,8,loss,0.24688081443309784
4,9,loss,0.243202805519104
4,0,accuracy,0.7961666584014893
4,1,accuracy,0.9039333462715149
4,2,accuracy,0.9144666790962219
4,3,accuracy,0.9182999730110168
4,4,accuracy,0.9228500127792358
4,5,accuracy,0.9246666431427002
4,6,accuracy,0.9266999959945679
4,7,accuracy,0.9280666708946228
4,8,accuracy,0.9284666776657104
4,9,accuracy,0.9295833110809326
4,0,val_loss,0.35843634605407715
4,1,val_loss,0.3000717759132385
4,2,val_loss,0.28944242000579834
4,3,val_loss,0.28172051906585693
4,4,val_loss,0.27654969692230225
4,5,val_loss,0.26743757724761963
4,6,val_loss,0.2724962830543518
4,7,val_loss,0.2608356773853302
4,8,val_loss,0.2728602886199951
4,9,val_loss,0.2625604569911957
4,0,val_accuracy,0.8996999859809875
4,1,val_accuracy,0.916100025177002
4,2,val_accuracy,0.9180999994277954
4,3,val_accuracy,0.9200000166893005
4,4,val_accuracy,0.9187999963760376
4,5,val_accuracy,0.9218000173568726
4,6,val_accuracy,0.9194999933242798
4,7,val_accuracy,0.9246000051498413
4,8,val_accuracy,0.9226999878883362
4,9,val_accuracy,0.9225999712944031
5,0,loss,0.6562737822532654
5,1,loss,0.34473708271980286
5,2,loss,0.309206485748291
5,3,loss,0.28619521856307983
5,4,loss,0.26875001192092896
5,5,loss,0.25897127389907837
5,6,loss,0.2507602274417877
5,7,loss,0.24444986879825592
5,8,loss,0.23880892992019653
5,9,loss,0.23594552278518677
5,0,accuracy,0.7897166609764099
5,1,accuracy,0.9009166955947876
5,2,accuracy,0.911216676235199
5,3,accuracy,0.918833315372467
5,4,accuracy,0.9232500195503235
5,5,accuracy,0.9268500208854675
5,6,accuracy,0.9283166527748108
5,7,accuracy,0.9298999905586243
5,8,accuracy,0.9304333329200745
5,9,accuracy,0.9325166940689087
5,0,val_loss,0.3720991015434265
5,1,val_loss,0.3302585482597351
5,2,val_loss,0.30906838178634644
5,3,val_loss,0.2855498492717743
5,4,val_loss,0.27914029359817505
5,5,val_loss,0.2558386027812958
5,6,val_loss,0.25154200196266174
5,7,val_loss,0.2644111216068268
5,8,val_loss,0.2537422776222229
5,9,val_loss,0.2501150071620941
5,0,val_accuracy,0.8927000164985657
5,1,val_accuracy,0.9049999713897705
5,2,val_accuracy,0.9085999727249146
5,3,val_accuracy,0.9165999889373779
5,4,val_accuracy,0.9193999767303467
5,5,val_accuracy,0.9258999824523926
5,6,val_accuracy,0.9279999732971191
5,7,val_accuracy,0.9232000112533569
5,8,val_accuracy,0.9280999898910522
5,9,val_accuracy,0.9289000034332275
6,0,loss,0.694776713848114
6,1,loss,0.3757343888282776
6,2,loss,0.33384016156196594
6,3,loss,0.3132345378398895
6,4,loss,0.29851391911506653
6,5,loss,0.2864428758621216
6,6,loss,0.2762261927127838
6,7,loss,0.2677452862262726
6,8,loss,0.2597697675228119
6,9,loss,0.2521137297153473
6,0,accuracy,0.7828666567802429
6,1,accuracy,0.8924333453178406
6,2,accuracy,0.9061999917030334
6,3,accuracy,0.9121999740600586
6,4,accuracy,0.9153833389282227
6,5,accuracy,0.9187166690826416
6,6,accuracy,0.9215999841690063
6,7,accuracy,0.9242500066757202
6,8,accuracy,0.9259833097457886
6,9,accuracy,0.9276999831199646
6,0,val_loss,0.41700634360313416
6,1,val_loss,0.3586826026439667
6,2,val_loss,0.3425357937812805
6,3,val_loss,0.330487459897995
6,4,val_loss,0.3141539692878723
6,5,val_loss,0.30050650238990784
6,6,val_loss,0.2970706820487976
6,7,val_loss,0.2974568009376526
6,8,val_loss,0.2799953520298004
6,9,val_loss,0.27657949924468994
6,0,val_accuracy,0.8823999762535095
6,1,val_accuracy,0.9013000130653381
6,2,val_accuracy,0.9060999751091003
6,3,val_accuracy,0.9121999740600586
6,4,val_accuracy,0.9106000065803528
6,5,val_accuracy,0.9165999889373779
6,6,val_accuracy,0.9164000153541565
6,7,val_accuracy,0.9174000024795532
6,8,val_accuracy,0.9203000068664551
6,9,val_accuracy,0.9230999946594238
7,0,loss,0.7620759010314941
7,1,loss,0.3682192265987396
7,2,loss,0.31695953011512756
7,3,loss,0.2937677800655365
7,4,loss,0.2802911400794983
7,5,loss,0.2709616720676422
7,6,loss,0.26359182596206665
7,7,loss,0.2579039931297302
7,8,loss,0.25189054012298584
7,9,loss,0.248396098613739
7,0,accuracy,0.7521499991416931
7,1,accuracy,0.8926166892051697
7,2,accuracy,0.9056000113487244
7,3,accuracy,0.9139000177383423
7,4,accuracy,0.9186166524887085
7,5,accuracy,0.9205499887466431
7,6,accuracy,0.9234333038330078
7,7,accuracy,0.9248833060264587
7,8,accuracy,0.9287999868392944
7,9,accuracy,0.928600013256073
7,0,val_loss,0.40421295166015625
7,1,val_loss,0.35808059573173523
7,2,val_loss,0.33113813400268555
7,3,val_loss,0.3097492754459381
7,4,val_loss,0.28147557377815247
7,5,val_loss,0.28338995575904846
7,6,val_loss,0.2919941544532776
7,7,val_loss,0.28200799226760864
7,8,val_loss,0.3030390441417694
7,9,val_loss,0.2796538472175598
7,0,val_accuracy,0.885699987411499
7,1,val_accuracy,0.8955000042915344
7,2,val_accuracy,0.9043999910354614
7,3,val_accuracy,0.9107999801635742
7,4,val_accuracy,0.9211000204086304
7,5,val_accuracy,0.9221000075340271
7,6,val_accuracy,0.916700005531311
7,7,val_accuracy,0.91839998960495
7,8,val_accuracy,0.9160000085830688
7,9,val_accuracy,0.9217000007629395
8,0,loss,0.7456918358802795
8,1,loss,0.36543747782707214
8,2,loss,0.3169894516468048
8,3,loss,0.28948915004730225
8,4,loss,0.2728513181209564
8,5,loss,0.26050689816474915
8,6,loss,0.2523077130317688
8,7,loss,0.2445906400680542
8,8,loss,0.2376142293214798
8,9,loss,0.23206529021263123
8,0,accuracy,0.7540666460990906
8,1,accuracy,0.8968166708946228
8,2,accuracy,0.9106833338737488
8,3,accuracy,0.9180833101272583
8,4,accuracy,0.9228666424751282
8,5,accuracy,0.925683319568634
8,6,accuracy,0.9282833337783813
8,7,accuracy,0.9301999807357788
8,8,accuracy,0.9317666888237
8,9,accuracy,0.9335166811943054
8,0,val_loss,0.3971080183982849
8,1,val_loss,0.3356514275074005
8,2,val_loss,0.31197524070739746
8,3,val_loss,0.2946890890598297
8,4,val_loss,0.2814868986606598
8,5,val_loss,0.26794400811195374
8,6,val_loss,0.2753676772117615
8,7,val_loss,0.26322585344314575
8,8,val_loss,0.2571861743927002
8,9,val_loss,0.2554439306259155
8,0,val_accuracy,0.8899999856948853
8,1,val_accuracy,0.9079999923706055
8,2,val_accuracy,0.9120000004768372
8,3,val_accuracy,0.9175000190734863
8,4,val_accuracy,0.9193000197410583
8,5,val_accuracy,0.9241999983787537
8,6,val_accuracy,0.9217000007629395
8,7,val_accuracy,0.9273999929428101
8,8,val_accuracy,0.9290000200271606
8,9,val_accuracy,0.9323999881744385
9,0,loss,0.9208306074142456
9,1,loss,0.4903668761253357
9,2,loss,0.39302539825439453
9,3,loss,0.3556663393974304
9,4,loss,0.3326225280761719
9,5,loss,0.3177070915699005
9,6,loss,0.30604088306427
9,7,loss,0.2979154884815216
9,8,loss,0.2882542610168457
9,9,loss,0.27738156914711
9,0,accuracy,0.7063999772071838
9,1,accuracy,0.8641499876976013
9,2,accuracy,0.887416660785675
9,3,accuracy,0.8987666964530945
9,4,accuracy,0.9052166938781738
9,5,accuracy,0.9096666574478149
9,6,accuracy,0.9126499891281128
9,7,accuracy,0.9157166481018066
9,8,accuracy,0.9186999797821045
9,9,accuracy,0.9201333522796631
9,0,val_loss,0.5518796443939209
9,1,val_loss,0.4034748673439026
9,2,val_loss,0.35768282413482666
9,3,val_loss,0.33229565620422363
9,4,val_loss,0.3322707414627075
9,5,val_loss,0.31289151310920715
9,6,val_loss,0.3132472038269043
9,7,val_loss,0.32817721366882324
9,8,val_loss,0.2923769950866699
9,9,val_loss,0.2893158793449402
9,0,val_accuracy,0.8514000177383423
9,1,val_accuracy,0.8824999928474426
9,2,val_accuracy,0.897599995136261
9,3,val_accuracy,0.9047999978065491
9,4,val_accuracy,0.9031000137329102
9,5,val_accuracy,0.9103000164031982
9,6,val_accuracy,0.9107000231742859
9,7,val_accuracy,0.9060999751091003
